interactor,date,topic,doc_nb,word_nb,char_nb,doc_ids
NA,2017-12-12,P8,5.625000e-02,   2.7937500,   16.487500,
NA,2017-12-12,P9,1.079545e-02,   0.5210227,    2.896591,
NA,2018-01-30,P1,1.984127e-04,   0.2148810,    1.257341,
NA,2018-01-30,P10,1.984127e-04,   0.2148810,    1.257341,
NA,2018-01-30,P2,1.013889e-01, 109.8041667,  642.501389,
NA,2018-01-30,P3,1.984127e-04,   0.2148810,    1.257341,
NA,2018-01-30,P4,1.509921e-01, 163.5244048,  956.836706,
NA,2018-01-30,P5,7.162698e-02,  77.5720238,  453.900198,
NA,2018-01-30,P6,1.984127e-04,   0.2148810,    1.257341,
NA,2018-01-30,P7,1.748016e-01, 189.3101190, 1107.717659,
NA,2018-01-30,P8,7.162698e-02,  77.5720238,  453.900198,
NA,2018-01-30,P9,4.287698e-01, 464.3577381, 2717.114484,uk.org.publicwhip/debate/2018-01-30a.718.2
NA,2018-03-06,P1,3.105590e-04,   0.2649068,    1.507764,
NA,2018-03-06,P10,3.105590e-04,   0.2649068,    1.507764,
NA,2018-03-06,P2,3.605590e-01, 307.5568323, 1750.513975,
NA,2018-03-06,P3,3.105590e-04,   0.2649068,    1.507764,
NA,2018-03-06,P4,3.105590e-04,   0.2649068,    1.507764,
NA,2018-03-06,P5,6.552795e-02,  55.8953416,  318.138199,
NA,2018-03-06,P6,1.338509e-01, 114.1748447,  649.846273,
NA,2018-03-06,P7,3.698758e-01, 315.5040373, 1795.746894,uk.org.publicwhip/debate/2018-03-06b.252.2
NA,2018-03-06,P8,3.105590e-04,   0.2649068,    1.507764,
NA,2018-03-06,P9,6.863354e-02,  58.5444099,  333.215839,
NA,2018-03-13,P1,4.545455e-03,   0.2681818,    1.568182,
NA,2018-03-13,P10,4.545455e-03,   0.2681818,    1.568182,
NA,2018-03-13,P2,4.545455e-03,   0.2681818,    1.568182,
NA,2018-03-13,P3,4.545455e-03,   0.2681818,    1.568182,
NA,2018-03-13,P4,4.545455e-03,   0.2681818,    1.568182,
NA,2018-03-13,P5,4.545455e-03,   0.2681818,    1.568182,
NA,2018-03-13,P6,8.681818e-01,  51.2227273,  299.522727,uk.org.publicwhip/debate/2018-03-13c.698.3
NA,2018-03-13,P7,9.545455e-02,   5.6318182,   32.931818,
NA,2018-03-13,P8,4.545455e-03,   0.2681818,    1.568182,
NA,2018-03-13,P9,4.545455e-03,   0.2681818,    1.568182,
NA,2018-05-23,P1,1.063830e-03,   0.2212766,    1.302128,
NA,2018-05-23,P10,1.063830e-03,   0.2212766,    1.302128,
NA,2018-05-23,P2,3.627660e-01,  75.4553191,  444.025532,uk.org.publicwhip/debate/2018-05-23c.896.3
NA,2018-05-23,P3,1.180851e-01,  24.5617021,  144.536170,
NA,2018-05-23,P4,2.244681e-01,  46.6893617,  274.748936,
NA,2018-05-23,P5,1.063830e-03,   0.2212766,    1.302128,
NA,2018-05-23,P6,1.393617e-01,  28.9872340,  170.578723,
NA,2018-05-23,P7,7.553191e-02,  15.7106383,   92.451064,
NA,2018-05-23,P8,1.063830e-03,   0.2212766,    1.302128,
NA,2018-05-23,P9,7.553191e-02,  15.7106383,   92.451064,
NA,2018-06-25,P1,2.928571e-02,  10.1328571,   60.621429,
NA,2018-06-25,P10,7.142857e-04,   0.2471429,    1.478571,
NA,2018-06-25,P2,2.792857e-01,  96.6328571,  578.121429,
NA,2018-06-25,P3,4.721429e-01, 163.3614286,  977.335714,uk.org.publicwhip/debate/2018-06-25d.691.0
NA,2018-06-25,P4,7.142857e-04,   0.2471429,    1.478571,
NA,2018-06-25,P5,1.007143e-01,  34.8471429,  208.478571,
NA,2018-06-25,P6,7.857143e-03,   2.7185714,   16.264286,
NA,2018-06-25,P7,1.078571e-01,  37.3185714,  223.264286,
NA,2018-06-25,P8,7.142857e-04,   0.2471429,    1.478571,
